NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiledCategory,Chapter,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysEmergeToRefile,DaysFiledTo363,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyDistrib,InterCompanyPct,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
"Peregrine Systems, Inc.","Acquired by Hewlett Packard in 2005, part of HP Softward Division",533,"1,041",,533,874,504,,,,,,,02-12740,,,Gary Greenfield,,Replaced,0001031107,0001031107,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,Hennigan Bennett,"Hennigan, Bennett & Dorman LLP / Young Conaway Stargatt & Taylor",,yes,,,,no,,,"Peregrine Remedy, Inc.",183.9,181.0,71366Q,200,,3/31/2001,,3/31/2001,3/31/2001,3/31/2003,3/31/2003,3/31/2004,3/31/2004,3/31/2005,,6/1/2002,8/18/2003,10/2/2002,,7/18/2003,,10/25/2002,5/29/2003,7/18/2003,8/7/2003,7/18/2003,6/19/2003,9/22/2002,10/30/1987,,,,,,,299,DE,Pachulski Stang,"Pachulski, Stang, Ziehl, Young & Jones P.C.",,,yes,,,,,,yes,confirmed,DE,,,,,,2260,yes,yes,no,-260.008,-426.351,,15.722,-5.478,yes,yes,"2,956",615,1,1,no,,yes,fee examiner,83,,yes,85.949,83.252,,88.950,81.507,92.016,81.112,064597,064597,San Diego,0.43%,"1,232,734",CA San Diego,2350,CA,2347,1,"-1,545.384",356.069,DE,,,,PA WD,Judith K. Fitzgerald,Judith K. Fitzgerald,893,673,,893,"1,464",234,,,7,9,,10.0,,"Peregrine Systems, Inc.","-2,031.393",356.321,2,free fall,829,4.25,6.00,6.25,9.50,4.00,4.75,,29.20,Yes,,emerged no refile 5,yes,,no,no,no,no,,565,,565,"926,465,773",191,Yes,Prepackaged Software,I: Services,"737 Computer Programming, Data Processing, And",73 Business Services,7372,,Fraud,,,no,no,,,yes,Don Beskrone / Official Committee of Unsecured Creditors,,,,,,"287,630,000",voluntary,2003,2003,2003,2002,
Performance Sports Group Ltd.,,,845,,845,"1,037",,,,,,,,16-12373,,,Harlan M. Kent,End date source is Kent's LinkedIn profle,NoReplace,0001514242,,,Wilmington,Wilmington,11,Wilmington,,yes,Prime Clerk LLC,,,yes,Blank Rome,Blank Rome LLP,,yes,Brown Rudnick,Brown Rudnick LLP,,no,,,,246.5,241.7,71377G,100,,5/31/2015,,5/31/2015,5/31/2015,,,,,,2/6/2017,6/20/2016,5/15/2017,11/10/2016,,12/20/2017,,11/30/2016,11/2/2017,12/20/2017,12/21/2017,,,10/31/2016,1/25/2001,,,,,,98,415,DE,Paul Weiss,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",,,yes,"Bank of America, N.A.; Sagard Capital Partners, L.P.; Fairfax Financial Holdings Limited",561.3,,,,yes,confirmed,DE,,,,,,1566,yes,yes,yes,59.817,73.444,83.590,,,no,pending,872,,88,,no,,no,pending,43,,,112.651,109.589,,115.256,107.436,118.222,105.459,186681,,Exeter,0.00%,"9,022",NH Manchester,308,NH,325,30,3.282,,Canada,,,,DE; PA ED,Kevin J. Carey,Kevin J. Carey,,533,,533,655,,,,12,10,,13.8,,liquidated,3.282,,18,free fall,1084,5.50,3.25,4.75,3.25,4.50,3.50,,,,,not emerged 5,no,,yes,yes,,"yes, contract",,655,,655,"803,846,439",,Yes,"Sporting and Athletic Goods, Not Elsewhere Classified",D: Manufacturing,"394 Dolls, Toys, Games And Sporting And Athletic",39 Miscellaneous Manufacturing Industries,3949,,Not tort,,,no,,,,,,,,,,,"323,127,515",voluntary,2017,2017,,2016,
"Perfumania Holdings, Inc.",,310,,,310,375,,,,,,,,17-11794,,,Michael W. Katz,,NoData,0000880460,,,Wilmington,Wilmington,11,Wilmington,,yes,"Epiq Bankruptcy Solutions, LLC",,,no,,,,denied,,,,no,,,,246.7,245.5,71376C,100,1/28/2017,,,1/28/2017,1/28/2017,,,,,,,2/6/2004,9/9/9998,,,10/6/2017,,10/6/2017,8/26/2017,10/6/2017,10/11/2017,10/6/2017,,8/26/2017,2/23/2006,,,,,,,41,DE,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom LLP",,,yes,"Wells Fargo Bank, National Association",83.75,,,,yes,confirmed,DE,,,,,,222,yes,yes,yes,-9.750,-11.786,-1.128,,,yes,no,"1,783",,,,no,,no,pending,30,,,112.651,111.530,,115.256,109.047,118.222,107.279,183421,,Bellport,0.00%,"2,061",NY New York,106,NY,155,64,-23.639,,FL,,,,DE,Christopher S. Sontchi,Christopher S. Sontchi,250,,,250,302,,,,10,8,,1.4,,"Perfumania Holdings, Inc.",-23.639,,19,prepackaged,1110,5.25,3.50,5.00,3.25,4.25,4.25,,,,,not emerged 5,no,,yes,no,yes,Invest for Control,469,,,469,"566,790,046",,Yes,,G: Retail Trade,,59 Miscellaneous Retail,5900,,Not tort,,,no,,,,,,,,,,,"325,719,178",voluntary,2017,2017,2017,2017,
Perkins & Marie Callenders Inc.,,,292,,292,384,,381,290,US761253AD55,24.5,17,7.5,11-11795,,,Joseph F. Trungale,,Replaced,0001047040,,,Wilmington,Wilmington,11,Wilmington,,yes,"Omni Management Group, LLC",,,yes,Ropes Gray,Ropes & Gray LLP,,no,,,,no,,,,226.2,225.7,761253,939,,12/27/2009,,12/27/2009,12/27/2009,,,,,,,9/21/2005,4/8/2012,6/24/2011,,11/1/2011,,7/12/2011,9/9/2011,11/1/2011,11/30/2011,11/1/2011,,6/13/2011,3/13/2006,,,,,,,141,DE,Troutman Sanders,Troutman Sanders LLP,,"Whitby, Santarlasci & Company",yes,"Wells Fargo Capital Finance, LLC",21,,,,yes,confirmed,DE,,,,,,1287,yes,yes,yes,10.807,14.210,34.848,,,yes,no,"13,700",,1,,no,,no,pending,23,,,98.737,97.680,,100.283,96.011,102.823,93.280,148314,,Memphis,0.21%,"652,078",TN Memphis,857,TN,853,1,-36.219,,DE,,,,DE,Kevin Gross,Kevin Gross,,438,,438,576,,580,441,11,6,,4.7,,Perkins & Marie Callenders Inc.,-36.219,,12,prenegotiated,915,3.25,3.25,3.25,3.25,3.25,3.25,,,,,emerged no refile 5,yes,,no,no,no,no,,536,,536,"704,864,276",,Yes,Eating Places,G: Retail Trade,581 Eating and Drinking Places,58 Eating and Drinking Places,5812,,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,"311,590,000",voluntary,2011,2011,2011,2011,
Petrolane Gas Service LP,"Acquired by UGI / AmeriGas, 35% at confirmation, 65% at 4/13/95",897,,,897,"1,846",948,,,,,,,93-42642,,,"Dennis J. Spina, President",,Replaced,,,,New York,New York,11,New York,,,,,,yes,McDermott Will,"McDermott, Will & Emery",,no,,,,,,,,144.4,144.2,71654J,108,12/31/1992,,,12/31/1992,,,,9/27/1993,,,,9/1/1990,10/10/1994,5/25/1993,,6/25/1993,,,4/8/1993,6/25/1993,,6/25/1993,,5/21/1993,8/1/1985,,,,3589,,,35,NY,Shearman Sterling,Shearman & Sterling LLP,,,,,,,,,,confirmed,NY SD,,,,,,,yes-pdf,docs after date,no,,,,28.908,-12.913,yes,yes,"3,250","3,000",,,no,,no,no,25,,,60.998,60.998,,63.575,59.333,65.102,57.510,028671,028671,New York,2.85%,"7,408,278",NY New York,106,NY,1,1,,-69.506,DE,,,,VT,Francis G. Conrad,,"1,295",,,"1,295","2,666",852,,,6,5,,1.2,,"Petrolane, Inc.",,317.708,5,prepackaged,146,7.25,6.50,9.00,8.50,6.00,6.00,,,,,emerged no refile 5,yes,,yes,no,yes,,625,,,625,"1,285,921,371",,No,Natural Gas Liquids,B: Mining,132 Natural Gas Liquids,13 Oil And Gas Extraction,1321,,Not tort,,,no,no,,,no,no,,,,,,"259,920,000",voluntary,1993,1993,1993,1993,
Pettibone Corporation,,155,184,,155,421,67,284,105,,,,,86-01563,,,Donald R. Conway,,Replaced,,,,Chicago,Other,11,Chicago,,,,,,yes,,,,no data in published sources,,,,,,,,120.5,109.3,716769,203,3/31/1985,3/31/1984,3/31/1983,3/31/1985,,,,3/31/1989,,3/31/1991,,2/21/1985,11/6/1986,,,12/9/1988,,,,12/9/1988,,12/9/1988,,1/31/1986,5/9/1985,,,,,,,"1,043",OT,need resolution research,,,,,,,,,,,confirmed,IL ND,,,,,,,some,none,no,3.639,9.881,7.929,6.229,5.007,yes,yes,"1,571",956,"1,005",,,,,no hits,11,,,55.467,50.165,,56.989,48.168,57.333,46.070,008523,008523,Chicago,1.20%,"2,872,264",IL Chicago,653,IL,1,1,-32.065,4.521,DE,,,,IL ND,Jack B. Schmetterer,,164,167,,164,445,52,,,12,1,,34.8,,Pettibone Corporation,-26.500,56.100,,free fall,271,10.50,10.50,10.00,11.00,10.50,9.50,,,,,emerged no refile 5,yes,,,no,,,184,,,184,"498,374,571",137,No,Construction Machinery and Equipment,D: Manufacturing,"353 Construction, Mining, And Materials Handling",35 Industrial and Commercial Machinery and Computer Equipment,3531,,Not tort,,,no,no hits,,,,,,,,,,"240,130,000",voluntary,1988,1988,1988,1986,
"PFF Bancorp, Inc.",,"4,102",,,"4,102","5,793",,11,8,,,,,08-13127,,,Kevin McCarthy,end date is sale closing of only major asset,NoReplace,0001004969,,,Wilmington,Wilmington,11,Wilmington,,yes,Kurtzman Carson Consultants LLC,,,yes,Blank Rome,Blank Rome LLP,,no,,,,no,,,,230.1,210.2,69331W,104,3/31/2008,,,3/31/2008,3/31/2008,,,,,,1/7/2009,4/1/2006,1/7/2009,12/17/2008,,4/26/2012,,,2/8/2012,4/26/2012,8/29/2013,,,12/5/2008,1/25/2001,,,,,,33,"1,238",DE,Paul Hastings,"Paul, Hastings, Janofsky & Walker LLP",,,no,,,,,,no,confirmed,DE,,,,,,1246,yes,yes,yes,-253.322,-357.684,-246.905,,,no,no,885,,1,,no,,no,pending,39,,,99.998,94.541,,101.295,97.005,103.778,94.953,062520,,Rancho Cucamonga,0.05%,"164,173",CA Riverside,2333,CA,2333,21,-225.380,,DE,,,,DE; PA ED,Kevin J. Carey,Kevin J. Carey,"3,978",,,"3,978","5,617",,186,132,4,12,,41.3,,liquidated,-225.380,,,free fall,720,3.25,7.50,3.25,8.25,3.25,4.00,,,,,not emerged 5,no,,yes,yes,,no,298,,,298,"420,505,717",,Yes,"Savings Institutions, Federally Chartered","H: Finance, Insurance, And Real Estate",603 Savings Institutions,60 Depository Institutions,6035,,Not tort,,,no,,,,,,none,no turnfirm,none,no,none,"304,090,000",voluntary,2012,2012,,2008,
PG&E Corp. (Pacific Gas and Electric Co.) (2019),,"76,995",,,"76,995","90,786","97,856","84,171","71,385",,,,,19-30088,,,John R. Simon,interim CEO,Replaced,0001004980,0001004980,,San Francisco,Other,11,San Francisco,,yes,Prime Clerk LLC,,,yes,Milbank,Milbank LLP,,no,,,,no,,,,257.8,251.7,69331C,108,12/31/2018,,,12/31/2018,12/31/2018,,,12/31/2020,12/31/2020,12/31/2021,,1/13/2019,5/1/2019,2/12/2019,,6/20/2020,,3/27/2019,3/17/2020,6/20/2020,7/1/2020,6/20/2020,,1/29/2019,4/23/1993,,,,,,,508,OT,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,yes,J.P. Morgan Chase & Co.;Bank of America; Merrill Lynch; Barclays; Citigroup,5500,,,,yes,confirmed,CA ND,,,,,,8053,yes,yes,yes,"2,705.000","3,189.502","5,741.000","7,045.000","3,577.000",yes,yes,"24,000","24,000","14,500","15,000",,,,pending,25,,no,106.920,115.882,,120.243,113.432,122.403,110.060,008264,008264,San Francisco,0.27%,"883,305",CA San Francisco,2514,CA,1,1,"-6,837.000","-1,304.000",CA,,,,CA ND,Dennis Montali,Dennis Montali,"64,092",,,"64,092","75,572","76,603","60,947","51,689",6,1,,16.9,,PG&E Corp. (Pacific Gas and Electric Co.),"-6,837.000","-1,304.000",2,free fall,1141,3.25,4.50,4.75,3.75,3.25,5.50,,,,,not emerged 5,no,,yes,no,yes,no,"16,759",,,"16,759","19,760,761,994","20,642",No,Electric and Other Sevices Combined,"E: Transportation, Communications, Electric, Gas","493 Combination Electric and Gas, and Other Utility Services","49 Electric, Gas, And Sanitary Services",4931,,Other tort,,,no,,,,,,,,,,,"328,239,523",voluntary,2020,2020,2020,2019,
"PG&E National Energy Group, Inc.","Emerged with intent to cease operations in 2005; Goldman bought powerplants, but hired Alvarez to manage them.","7,945",,,"7,945","12,822",,"2,955","1,831",US69334TAC27,70.5,54.5,16,03-30459,,,Joseph Bondi,Closed on all the sales of its major assets in 2005,NoReplace,0001129989,,,Greenbelt,Other,11,Greenbelt,,,,,,yes,Kaye Scholer,Kaye Scholer LLP / Linowes and Blocher LLP,,no,,,,no,,,,189.1,183.9,69334T,009,12/31/2002,,,12/31/2002,12/31/2002,,,,,,,7/8/2003,,7/21/2003,,5/3/2004,,,2/26/2004,5/3/2004,10/29/2004,,,7/8/2003,12/30/1981,,,,,,,300,OT,Willkie Farr,"Whiteford, Taylor & Preston L.L.P. / Willkie Farr & Gallagher",,,no,,,,,,,confirmed,MD,,,,,,1419,yes,yes,no,"-2,785.000","-4,494.723","-2,669.000",,,no,no,"1,900",,530,,yes,Daniel Scotto,yes,no,57,,,88.120,85.949,,91.299,83.252,94.017,81.507,148049,,Bethesda,0.02%,"55,975",MD Greenbelt,89,MD,12,15,"-2,225.000",,DE,,,,MD,Paul Mannes,Paul Mannes,"8,908",,,"8,908","14,377",,"2,882","1,786",5,7,,10.0,,liquidated,"-3,423.000",,5,prenegotiated,506,6.00,4.75,7.75,6.75,4.00,4.00,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,"2,075",,,"2,075","3,348,851,414",,No,Electric Services,"E: Transportation, Communications, Electric, Gas",491 Electric Services,"49 Electric, Gas, And Sanitary Services",4911,,Not tort,,,no,no,,,no,no,Alvarez & Marsal,,,,,"290,110,000",voluntary,2004,2004,,2003,
"Phar-Mor, Inc. (2001)",,313,,,313,522,,574,345,,,,,01-44007,,,Abbey J. Butler & Melvyn J. Estrin,,NoReplace,0000764960,,,Youngstown,Other,11,Youngstown,,,,,,yes,Otterbourg Steindler,"Otterbourg, Steindler, Houston & Rosen, P.C. / Brouse McDowell",,no,,,,no,,,,184.2,178.3,717113,203,6/30/2001,,,6/30/2001,6/30/2001,6/29/2002,6/29/2002,,,,7/18/2002,10/1/1997,7/8/2002,10/12/2001,,3/12/2003,,10/23/2001,1/23/2003,3/12/2003,3/28/2003,,,9/24/2001,6/10/1985,,,,,,297,534,OT,Nadler Nadler,,"Morrison & Foerster LLP / Nadler Nadler & Burdman Co., LPA",,yes,,,,,,yes,confirmed,OH ND,,,,,,1651,yes,yes,no,-10.479,-17.443,6.838,,,no,no,"6,125",,393,,no,,no,no,97,,,83.791,81.507,,87.439,81.112,90.857,78.012,061481,,Youngstown,0.03%,"80,522",OH Youngstown,286,OH,1,1,-70.350,,PA,,,,OH ND,William T. Bodoh,William T. Bodoh,295,,,295,491,,499,300,3,9,,17.8,,liquidated,-48.795,,9,free fall,669,4.00,9.50,5.50,8.25,4.25,6.00,,,No. No 10k for 2003.,,not emerged 5,yes,,yes,yes,,no,"1,241",,,"1,241","2,065,780,362",,No,Drug Stores And Proprietary Stores,G: Retail Trade,591 Drug Stores And Proprietary Stores,59 Miscellaneous Retail,5912,,Not tort,,,no,no,,,yes,Official Committee of Unsecured Creditors,,,,,,"284,970,000",voluntary,2003,2003,,2001,
"PHI, Inc.",,"1,262",,,"1,262","1,474",,"1,534","1,314",,,,,19-30923,,,Al A. Gonsoulin,,Replaced,0000350403,,,Dallas,Other,11,Dallas,,yes,Prime Clerk LLC,,,yes,Milbank,Milbank LLP,,no,,,,no,,,,256.6,254.2,69336T,205,12/31/2018,,,12/31/2018,12/31/2018,,,,,,,5/31/2004,9/4/2019,3/25/2019,,8/2/2019,,,6/18/2019,8/2/2019,9/4/2019,8/2/2019,,3/14/2019,11/1/2002,,,,,,,141,OT,DLA Piper,DLA Piper LLP (US),,,no,,,,,,no,confirmed,TX ND,,,,,,879,yes,yes,yes,-24.069,-28.102,32.731,,,yes,not as of 5/4/2022,"2,246",,,,,,,pending,25,,,117.700,115.882,,115.318,113.432,121.033,110.060,008515,,Lafayette,0.04%,"126,149",LA Lafayette,1138,LA,333,1,-141.514,,LA,,,,TX ND,Harlin D. Hale,Harlin D. Hale,789,,,789,921,,834,715,8,3,,4.7,,"PHI, Inc.",-141.514,,5,free fall,1145,3.25,4.50,3.25,3.75,5.25,5.50,,,,,not emerged 5,no,,no,no,no,no,674,,,674,"787,431,740",,Yes,"Air Transportation, Nonscheduled","E: Transportation, Communications, Electric, Gas","452 Air Transportation, Nonscheduled",45 Transportation By Air,4522,,Not tort,,,no,,,,,,,,,,,"328,239,523",voluntary,2019,2019,2019,2019,
Philip Services Corp. (1999),,"1,148","2,667",819,"1,148","2,050",847,"2,027","1,135",,,,,99-2385,03-37718,,Allen Fracassi,,Replaced,0000894076,0001095701,yes,Wilmington,Wilmington,11,Wilmington,Houston,,,,,yes,Blank Rome,Blank Rome Comisky & McCauley LLP,,no,,,,no,,,,168.3,166.2,718193,105,12/31/1998,,,12/31/1998,12/31/1998,,,12/31/2000,12/31/2000,12/31/2001,,11/20/1998,9/14/1999,7/14/1999,,11/30/1999,,7/27/1999,9/17/1999,11/30/1999,4/7/2000,11/30/1999,,6/25/1999,9/9/1998,6/2/2003,,,603,1280,,158,DE,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom",,,yes,,,,,,yes,confirmed,DE,,,,,,643,yes,docs after date,no,-41.175,-73.530,59.672,61.151,13.801,yes,yes,"13,000","11,400","2,000",,no,,no,no,45,,yes,79.293,76.993,84.540,81.594,73.517,81.733,70.625,023811,023811,Hamilton,0.00%,"3,461",Outside United States,,Canada,327,,"-1,332.481",-44.239,Canada,,,,DE,Mary F. Walrath,,"1,541",,,"1,541","2,752",729,"2,803","1,570",11,6,6,5.3,,Philip Services Corp. DE,"-1,586.872",-45.040,,prenegotiated,511,9.50,8.50,5.00,8.50,8.50,7.75,4.25,40.70,,Refiled,emerged refile 5,yes,Parallel Canadian case,no,no,no,no,"2,001","1,181",333,"2,001","3,572,871,573","1,510",Yes,,"E: Transportation, Communications, Electric, Gas",495 Sanitary Services,"49 Electric, Gas, And Sanitary Services",4950,,Fraud,,,no,no,,,no,no,,,,,,"279,040,000",voluntary,1999,1999,1999,1999,3.5
Philip Services Corp. (2003),continuing as of 2010,601,,,601,971,,991,613,,,,,03-37718,,,Robert L. Knauss,end date is sale closure date of substantially all assets,NoReplace,0001095701,,,Houston,Houston,11,Houston,,,,,,yes,,,,no,,,,no,,,,184.3,183.7,718193,105,12/31/2002,,,12/31/2002,12/31/2002,,,,,,,5/15/2002,12/31/2003,6/6/2003,,12/10/2003,,8/5/2003,10/27/2003,12/10/2003,12/31/2003,12/10/2003,,6/2/2003,9/26/1997,,,,,,,191,OT,Sonnenschein Nath,,"Porter & Hedges, LLP / Sonnenschein Nath & Rosenthal",,yes,,,,,,,confirmed,TX SD,,,,,,1713,yes,yes,no,18.310,29.583,58.651,,,yes,no,"8,600",,"1,000",,no,,no,no,57,,,86.941,84.540,,89.859,82.917,92.539,81.835,023811,,Houston,0.68%,"1,971,858",TX Houston,1318,TX,1,1,-45.305,,DE,,,,TX SD,Wesley W. Steen,Wesley W. Steen,665,,,665,"1,074",,"1,108",686,12,6,,6.4,,Philip Services Corporation,-59.197,,,free fall,509,5.00,4.75,7.00,7.00,4.00,4.25,,,No. No 10k for any years,,emerged no refile 5,yes,,yes,no,yes,"yes, no buyer","1,118","1,145",917,"1,118","1,807,052,654",,No,,"E: Transportation, Communications, Electric, Gas",495 Sanitary Services,"49 Electric, Gas, And Sanitary Services",4950,,Not tort,,,no,no,,,no,no,,,,,,"290,110,000",voluntary,2003,2003,2003,2003,
Phoenix Steel Corp.,(continued making filings other than 10-ks),137,156,,137,406,,406,137,,,,,83-290,87-00147,,Eugene D. Hug,Begin and End month and days are approximate,Replaced,,,no,Wilmington,Wilmington,11,Wilmington,Wilmington,,,48.930,70.000,yes,,,,no,,,,,,,,107.8,100.2,719151,102,12/31/1982,12/31/1981,12/31/1980,12/31/1982,,,,,,,,7/1/1977,7/1/1987,,,7/31/1985,,,,7/31/1985,,7/31/1985,,8/12/1983,5/21/1974,4/20/1987,,,,628,,719,DE,Levin Weintraub,Levin & Weintraub & Crames,,,,,,,,,,confirmed,DE,,"16,201",48.930,0.127,0.2%,,none,none,no,-5.446,-16.131,-1.481,,,yes,no,"1,800",,,,,,,no data,6,,,49.334,44.263,52.083,50.873,41.861,52.535,42.959,008556,,Claymont,0.00%,"9,955",DE Wilmington,1,DE,6,6,-20.736,,DE,,,,DE,Helen S. Balick,Helen S. Balick,125,152,,125,371,,,,7,8,4,24.0,,Phoenix Steel,-17.491,,1,free fall,222,8.00,15.00,8.25,20.50,9.50,11.00,7.75,,,Refiled,emerged refile 5,yes,Later Phoenix Steel,yes,no,yes,,148,,,148,"437,233,521",,No,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling",D: Manufacturing,"331 Steel Works, Blast Furnaces, And Rolling And",33 Primary Metal Industries,3312,,Not tort,,,no,,,,,,,,,,,"233,790,000",voluntary,1985,1985,1985,1983,1.7
PHP Healthcare Corporation,disappears,254,148,128,254,459,,,,,,,,98-02608,,,Jack M. Mazur,,Replaced,0000803568,,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,Cole Schotz,"Cole, Schotz, Meisel, Forman & Leonard PA",,no,,,,no,,,,168.2,164.0,693344,103,4/30/1998,4/30/1997,4/30/1996,4/30/1998,4/30/1998,,,,,,,2/3/1997,11/25/1998,12/9/1998,,10/12/1999,,,7/23/1999,10/12/1999,10/13/1999,,,11/19/1998,9/9/1998,,,,,,,327,DE,Richards Layton,,"Richards, Layton & Finger PA",,no,,,,,,,confirmed,DE,,,,,,1080,yes,docs after date,no,-33.844,-61.249,-25.644,,,no,no,"3,300",,1,,no,,no,no,31,,,79.293,75.641,,81.594,72.122,81.733,69.025,012820,,Alexandria,0.04%,"116,883",VA Alexandria,105,VA,105,1,-35.529,,DE,,,,DE,Mary F. Walrath,Mary F. Walrath,201,,,201,364,,,,10,11,,10.9,,liquidated,-44.804,,,free fall,779,9.50,8.50,5.50,8.25,8.25,7.75,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,400,232,202,400,"724,130,388",,Yes,Offices and Clinics of Doctors of Medicine,I: Services,801 Offices And Clinics Of Doctors Of Medicine,80 Health Services,8011,,Not tort,,,no,no,,,no,no,,,,,,"275,850,000",voluntary,1999,1999,,1998,
"P-I-E Nationwide, Inc.",,,,211,211,469,,416,187,,,,,90-04223,,,no data,,NoData,,,,Jacksonville,Other,11,Jacksonville,,,,,,yes,Carlton Fields,"Carlton, Fields, Ward, Emmanuel, Smith & Cutleras",,no,,,,no,,,,,133.5,69399Y,109,,,12/26/1987,12/26/1987,,,,,,,,,,10/29/1990,,,3/11/1991,,,3/11/1991,,,,10/16/1990,12/23/1975,,,,4587,,,146,OT,Smith Hulsey,Smith Hulsey & Busey,,,,,,,,,,converted,FL MD,,,,,,,yes,docs after date,no,-32.233,-71.660,-1.009,,,no,no,"3,500",,,,no,,no,no,30,,,57.065,57.333,,58.696,56.989,60.645,55.467,012314,,Miami,0.14%,"358,548",FL Miami,999,FL,317,1,-53.885,,FL,,,,FL MD,George L. Proctor,George L. Proctor,,,,,,,,,3,10,,4.9,,Not applicable,-53.885,,2,free fall,395,6.50,10.50,6.00,10.00,9.00,10.00,,,,,not emerged 5,yes,,no,no,no confirmation,,592,,,592,"1,315,215,332",,Yes,"Trucking, Except local","E: Transportation, Communications, Electric, Gas","421 Trucking and Courier Services, Except Air",42 Motor Freight Transportation And Warehousing,4213,,Not tort,,,no,yes,all,Lloyd T. Whitaker,no,no,,,,,,"249,620,000",voluntary,,1991,,1990,
